"DATE","RINVCHI10M1","RINVCHI10M2","RINVCHI10M3","RINVCHI10M4","RINVCHI10M5","RINVCHI10M6","RINVCHI10M7","RINVCHI10M8","RINVCHI10M9","RINVCHI10M10","RINVCHI10M11","RINVCHI10M12","RINVCHI11M1","RINVCHI11M2","RINVCHI11M3","RINVCHI11M4","RINVCHI11M5","RINVCHI11M6","RINVCHI11M7","RINVCHI11M8","RINVCHI11M9","RINVCHI11M10","RINVCHI11M11","RINVCHI11M12","RINVCHI12M1","RINVCHI12M2","RINVCHI12M3","RINVCHI12M4","RINVCHI12M5","RINVCHI12M6","RINVCHI12M7","RINVCHI12M8","RINVCHI12M9","RINVCHI12M10","RINVCHI12M11","RINVCHI12M12","RINVCHI13M1","RINVCHI13M2","RINVCHI13M3","RINVCHI13M4","RINVCHI13M5","RINVCHI13M6","RINVCHI13M7","RINVCHI13M8","RINVCHI13M9","RINVCHI13M10","RINVCHI13M11","RINVCHI13M12","RINVCHI14M1","RINVCHI14M2","RINVCHI14M3","RINVCHI14M4","RINVCHI14M5","RINVCHI14M6","RINVCHI14M7","RINVCHI14M8","RINVCHI14M9","RINVCHI14M10","RINVCHI14M11","RINVCHI14M12","RINVCHI15M1","RINVCHI15M2","RINVCHI15M3","RINVCHI15M4","RINVCHI15M5"
"1993:Q3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1"
"1993:Q4","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3"
"1994:Q1","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7"
"1994:Q2","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7"
"1994:Q3","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6"
"1994:Q4","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6"
"1995:Q1","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4"
"1995:Q2","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3"
"1995:Q3","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4","9.4"
"1995:Q4","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1"
"1996:Q1","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0"
"1996:Q2","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6"
"1996:Q3","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5"
"1996:Q4","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2"
"1997:Q1","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4"
"1997:Q2","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9"
"1997:Q3","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9"
"1997:Q4","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0"
"1998:Q1","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9"
"1998:Q2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6"
"1998:Q3","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4"
"1998:Q4","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1"
