"DATE","RCOND10M1","RCOND10M2","RCOND10M3","RCOND10M4","RCOND10M5","RCOND10M6","RCOND10M7","RCOND10M8","RCOND10M9","RCOND10M10","RCOND10M11","RCOND10M12","RCOND11M1","RCOND11M2","RCOND11M3","RCOND11M4","RCOND11M5","RCOND11M6","RCOND11M7","RCOND11M8","RCOND11M9","RCOND11M10","RCOND11M11","RCOND11M12","RCOND12M1","RCOND12M2","RCOND12M3","RCOND12M4","RCOND12M5","RCOND12M6","RCOND12M7","RCOND12M8","RCOND12M9","RCOND12M10","RCOND12M11","RCOND12M12","RCOND13M1","RCOND13M2","RCOND13M3","RCOND13M4","RCOND13M5","RCOND13M6","RCOND13M7","RCOND13M8","RCOND13M9","RCOND13M10","RCOND13M11","RCOND13M12","RCOND14M1","RCOND14M2","RCOND14M3","RCOND14M4","RCOND14M5","RCOND14M6","RCOND14M7","RCOND14M8","RCOND14M9","RCOND14M10","RCOND14M11","RCOND14M12","RCOND15M1","RCOND15M2","RCOND15M3","RCOND15M4","RCOND15M5","RCOND15M6","RCOND15M7","RCOND15M8","RCOND15M9","RCOND15M10","RCOND15M11"
"1947:Q1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6"
"1947:Q2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6"
"1947:Q3","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3"
"1947:Q4","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4"
"1948:Q1","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1"
"1948:Q2","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5"
"1948:Q3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4"
"1948:Q4","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6"
"1949:Q1","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7"
"1949:Q2","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1"
"1949:Q3","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7"
"1949:Q4","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0"
"1950:Q1","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3"
"1950:Q2","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8"
"1950:Q3","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7"
"1950:Q4","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1"
"1951:Q1","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2"
"1951:Q2","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2"
"1951:Q3","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1"
"1951:Q4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9"
"1952:Q1","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2"
"1952:Q2","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4"
"1952:Q3","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8"
"1952:Q4","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6"
"1953:Q1","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8"
"1953:Q2","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4"
"1953:Q3","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0"
"1953:Q4","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1"
"1954:Q1","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.9","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0"
"1954:Q2","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1"
"1954:Q3","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4"
"1954:Q4","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6"
"1955:Q1","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0"
"1955:Q2","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2"
"1955:Q3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9"
"1955:Q4","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7"
"1956:Q1","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9"
"1956:Q2","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0"
"1956:Q3","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6"
"1956:Q4","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1"
"1957:Q1","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6"
"1957:Q2","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6"
"1957:Q3","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1"
"1957:Q4","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2"
"1958:Q1","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0"
